nama,fakultas,nilai_kal,nilai_fis,nilai_kim
Berlian Bryan,FTTM,38.85,46.89,52.69
Clarice Andrea,STEI,55.27,58.26,41.88
Avrile Khairunnisa,FSRD,69.81,74.66,66.48
Besse Hasyidah,FTMD,59.36,62.23,53.32
Arasyi Fu'adah,FTTM,41.66,47.99,44.69
Fernando Pratista,FMIPA,49.51,46.42,61.95
Prasetya Jovan,FSRD,70.88,69.61,71.26
Teguh Fawwaz,SAPPK,47.15,51.89,51.28
Nadhif Sarah,STEI,53.19,56.78,44.86
Ruth Kusumah,FTMD,58.8,59.05,61.54
Tasnisa Marsha,FMIPA,49.8,47.48,52.87
Mevlana Steven,STEI,55.92,58.28,73.08
Faza Kurniawan,FMIPA,48.71,56.48,49.99
Ma'rifat Zebua,STEI,52.55,55.21,51.31
Saifana Fauzi,SBM,69.62,68.12,67.47
fadhillah Pangestu,FTTM,38.93,40.36,55.04
Setiawan Assydik,FMIPA,50.24,52.57,51.18
Silangit Christian,FTTM,43.06,42.75,68.17
Ghifari Hanendro,SBM,67.98,67.61,66.09
Ruth Purba,SAPPK,48.16,53.53,57.46
Anchilla Cindera,SBM,66.87,68.93,63.39
Panca Dwika,SITHR,64.33,68.26,62.26
Amanda N,FTSL,33.28,36.21,44.86
Aldwin Putra,FTMD,59.24,59.5,59.0
Jonathan Indira,FTTM,43.46,56.85,51.94
Arraziq Michael,FMIPA,48.51,51.84,71.7
Ilham Ngoei,FSRD,73.57,75.71,64.47
I Raden,SITHR,64.66,65.12,56.71
Prasetya Rahmat,FTMD,56.84,59.49,58.52
Lokitha Irfie,SBM,65.79,64.04,49.19
Timami Dhifan,SITHR,63.34,69.82,56.98
Irsyad Ibtisamah,FTTM,41.57,45.0,42.17
Dwi Christopher,FMIPA,51.29,54.5,58.16
Farrel Farrel,STEI,53.41,49.82,70.94
Azra Aflahal,FTTM,40.41,49.69,68.18
Abigail Muhammad,FTSL,37.43,46.29,50.32
Safitri Lugas,FSRD,75.44,80.81,57.7
Aerielle Bethran,FSRD,77.72,75.69,38.27
Cheda Manuella,FTSL,33.0,41.9,41.79
Musthafa Kusuma,SBM,69.28,73.67,54.79
Hafizh Kanaya,FTTM,40.22,44.05,81.3
Hansel Eka,FTMD,56.69,58.28,59.11
Azizy Alghifari,FMIPA,51.34,52.83,56.32
Andhika Sumitro,FTSL,30.78,27.74,55.25
Edbert Kinaya,FITB,44.2,42.47,49.03
Giovano Aryo,FTTM,40.78,44.74,52.8
d Agung,SBM,68.49,67.35,60.19
Bachtiar Natalie,FTSL,33.33,33.88,59.85
Ashyla Cut,SITHS,61.61,65.23,46.58
Octo Deas,FTTM,39.38,42.57,69.07
Suryanto Pratama,STEI,53.47,49.96,58.44
Awadian Nadia,FMIPA,50.5,56.4,65.9
Rajji Aditya,FTTM,39.78,45.84,49.67
Rheza Aldan,FTSL,36.23,40.69,63.1
Wilsen Januar,FTSL,30.7,38.82,48.9
Rizki Zainulwafa,SBM,68.47,74.33,50.68
Desi Ryaner,FTTM,39.3,41.67,51.52
Naufal Qaumi,SITHR,64.54,68.2,67.43
Reynaldo Langenati,FMIPA,51.52,56.31,49.29
Antonio Fahrizki,FTSL,26.06,23.54,43.7
Ahmad Laura,FTTM,41.72,46.64,57.43
Michelle Nathalia,SF,60.66,64.29,56.54
Moralino Josafat,FITB,45.66,48.2,60.61
Kinasih Aditya,SBM,65.84,66.62,68.0
Fuad marsheila,STEI,54.81,57.69,56.53
Said Triputri,STEI,54.28,61.83,55.58
Rifky Muhyiddin,SAPPK,46.89,56.5,45.86
Ramadhanty Oktaviani,SAPPK,47.02,48.52,60.28
Made Tan,FMIPA,49.45,54.77,51.27
Maharani Santo,FMIPA,49.24,51.37,48.71
Bitya Mukhtar,FSRD,71.97,75.7,39.13
Nimrod Ardian,STEI,54.12,50.65,51.9
Sean Ishlah,SITHR,64.43,66.28,52.18
(Ralat) Martha,FTMD,56.38,58.68,29.34
Andrea Agung,FTSL,32.77,37.96,73.07
M. Selvarani,FTSL,34.02,37.56,48.54
Cheda Pramudya,STEI,54.23,52.03,40.44
Merryl Hadinata,SITHR,63.03,67.97,52.91
Fitria Jeremy,FMIPA,50.07,54.23,60.76
Aldiva Fidela,FTTM,42.3,51.27,53.37
Muhammad Azalea,SBM,69.29,69.69,72.09
ZUhdii Vincent,STEI,55.39,58.98,44.21
Giffari de,FMIPA,51.35,56.85,54.22
Aya Abigail,FITB,45.09,50.23,77.99
Dzikra Regina,SAPPK,47.77,50.67,54.11
Rahdian Saragih,FTTM,40.83,45.37,62.18
Zhafran Widati,FTSL,35.49,39.57,54.04
Kamil Septina,FTTM,43.07,48.68,60.11
Theodore Kelvin,FTTM,40.02,39.42,55.67
Bachtiar Haris,FTTM,39.73,45.17,55.56
Adilah Meidhiya,FSRD,78.5,76.13,54.78
Amani Prayoga,FTMD,59.44,56.35,71.3
Ainun Mauritz,SITHR,64.38,67.76,58.4
Inggrid Ajeng,FTTM,39.2,44.4,50.92
Putra RIgano,STEI,56.01,61.09,67.46
Nadhira Irena,STEI,51.99,57.59,20.36
Arya Rostiana,FTMD,57.15,57.05,60.49
Sabil Taufik,STEI,55.24,60.44,62.91
Faza Wiryohutomo,FMIPA,49.54,51.52,46.43
Shearvina Endru,STEI,52.52,53.71,50.57
Rahmah Hafiz,FTTM,38.38,44.09,63.56
Ester Fauziah,FTMD,58.93,57.58,50.47
Kwan Nashir,SITHS,62.0,62.96,39.72
Clairine Irsyad,STEI,53.93,56.14,56.89
Zayna Dwi,SF,60.96,59.15,60.86
Surya Estigade,FTSL,37.29,48.63,64.29
Ghanyyah Argya,FSRD,82.31,83.08,66.3
Winston Salsabila,FTMD,58.79,68.46,67.35
Joanna Parikesit,SAPPK,46.68,50.89,68.98
Putri Jo,SAPPK,47.82,48.23,83.19
Nabila Floaro,FSRD,71.64,64.89,60.72
Ayesha Meilani,SBM,68.61,70.13,56.48
Jessy Nilam,FTTM,41.29,48.34,59.66
Sefira Fatima,FTSL,34.31,37.9,52.54
Khalfani Zatalini,FTTM,41.05,46.71,55.93
Zaini Aliya,STEI,54.71,56.55,46.93
Hilmy Farrel,FTTM,38.83,46.32,63.07
Azhar Nurjihan,STEI,51.7,53.99,51.29
Humam Taufiq,STEI,52.65,56.68,58.53
Ariyani Ahmad,SF,60.91,60.62,60.07
Haidar Ridwan,SITHS,61.75,61.02,60.42
Muhamad Ari,FTSL,33.77,39.61,75.73
Muhammad Suhendro,SITHR,63.21,63.56,54.41
Erik Thalia,FSRD,71.01,65.38,54.44
tatya Noor,SBM,66.99,64.9,48.05
Christopher Roy,FTTM,43.36,46.93,54.67
muhammad Aldi,FTMD,57.46,59.25,59.88
Irfani Axel,FSRD,71.02,72.31,44.83
Dwi Simbolon,FTMD,57.94,62.77,51.8
pronodjojo Regina,FITB,44.25,54.94,62.46
Virginia Haposan,FTMD,58.04,55.75,72.19
Mustafid Audric,FMIPA,48.77,60.3,54.18
Saepul Dian,FTTM,40.97,51.93,47.9
Septiana Muhammad,STEI,55.51,59.18,67.43
Ricard Nur,SF,61.52,60.43,67.02
indah Sari,FMIPA,49.47,48.02,49.24
Rafi HAKEM,FTTM,39.68,45.66,72.5
Wahyudi Ghozali,FMIPA,50.33,55.04,51.98
Calista Akbar,FTSL,31.84,31.75,63.05
Praharsa Jonathan,FITB,45.5,50.85,68.59
M. Salma,FTSL,35.58,40.01,62.7
Anthonia Syafiqa,FMIPA,48.93,50.58,64.54
Salmaa Brandon,SITHR,64.69,66.0,44.57
Raihan Aziz,STEI,52.96,55.73,66.48
Ghozy Aini,STEI,53.07,52.69,75.07
Sarah Chrisna,FTTM,42.24,48.2,67.71
Rina Adira,FTTM,43.1,42.54,45.53
Ivan Pramana,SF,60.57,61.57,53.82
Arifkova Anthony,FSRD,77.54,78.75,40.0
Chaerunissa Nabilah,FMIPA,49.53,51.55,54.79
Santiana Wijaya,STEI,55.47,61.27,56.59
Anandita Dandi,FTTM,40.47,43.45,55.08
Ayuningtyas Salsabila,SAPPK,48.03,47.66,72.02
Anindita Muhammad,FITB,44.36,47.24,46.34
Shifra Putu,SBM,67.98,74.26,61.02
Bimo Albert,FMIPA,50.7,50.18,44.95
Agata Andini,FTMD,58.57,58.18,52.4
Delia William,SAPPK,47.56,50.55,68.34
Ishlah Zulfanputri,FITB,44.22,45.59,59.99
Effendi Nurcholish,SF,59.9,60.47,61.22
Putri Rania,FMIPA,50.33,54.28,70.98
Jonathan Putri,FTTM,42.61,45.67,46.66
Zulva Rahmani,FMIPA,48.45,50.69,48.32
Ignacia Josafat,FTTM,40.23,43.12,50.0
Alqonita Rif'atunnisaa,SITHS,61.87,63.55,57.25
Rafiq Bella,FTSL,29.35,32.52,57.25
Vanya FELICIA,FMIPA,49.02,51.55,62.3
Andrea Rianggara,FTSL,29.06,24.77,52.82
Pradana Afifah,STEI,54.62,60.08,51.81
Nabilah baharuddin,STEI,52.45,57.07,50.91
Muhammad Surya,FMIPA,50.62,49.76,70.09
Putri Daffa,FTSL,29.52,29.25,65.9
Ruth Bayu,FITB,45.2,49.01,59.54
Azhari Kurniawan,SF,59.99,62.78,51.45
Ananda Al,FTTM,41.05,47.22,55.55
Bratasena Muhammad,FMIPA,51.12,49.7,53.26
Khairany Prawira,FTTM,43.22,48.75,63.93
Putri Putri,SF,60.9,60.93,79.73
Nainggolan Bazaria,FITB,44.19,46.33,62.1
Rusman Pardede,FITB,44.26,50.35,60.99
Setiawan Putu,SBM,67.16,62.78,66.39
Basia Siti,STEI,55.54,58.5,67.29
Tampubolon Raka,FTMD,59.15,62.58,69.68
Maydivasha Chintya,FMIPA,50.39,52.1,63.62
Fitrotullah raissa,SF,59.94,63.91,56.12
tirta Joanna,FTSL,33.63,38.59,54.23
Maulana Lizardy,STEI,55.57,54.44,58.98
Ayuningtyas Fernaldy,SBM,66.74,68.54,59.72
Naura Michelle,FTSL,35.77,41.95,46.26
Roselyna Puspa,STEI,53.7,52.76,61.07
Ardiasnyah Luthfi,FTTM,42.73,44.13,66.1
Mozart Gunawan,FTMD,57.18,58.25,50.55
Nirwasita Marcellinus,FTSL,35.99,41.47,35.49
Asshidiq Noill,FTTM,41.42,41.24,49.99
Alfath Wirayudha,FSRD,71.88,75.49,56.14
Fadhlurahman Winasta,STEI,55.12,56.34,65.3
Firmansyah Jatnika,STEI,55.01,54.92,61.4
Alexander Auladi,FTTM,40.94,45.09,50.0
Hasan Steven,FMIPA,49.02,50.28,45.87
Diva Salma,FSRD,72.72,74.22,53.91
Aziz Pristandhini,SBM,65.66,66.75,55.28
W Yurizka,STEI,51.85,49.12,59.72
Rebia Avicenna,FTTM,38.45,48.28,41.37
Poetrianka Wilianto,FTTM,38.65,43.59,44.62
Jovan Azhar,FTTM,41.09,45.28,58.58
Mulyana Fathiya,FSRD,72.4,73.57,40.25
Shaquille Muzakki,STEI,53.01,56.26,58.74
Alfi Alfarazi,FTTM,41.44,44.19,67.4
Kiara Moh.,STEI,55.66,54.56,53.4
Ahmad Ayu,FTSL,33.71,39.4,48.09
Gifari Latif,SBM,68.26,67.77,68.09
Celta Surya,SBM,68.93,71.45,51.85
Budimansyah Steven,STEI,55.94,57.11,45.09
fitri Tsazkia,FTMD,56.97,64.77,68.37
Rahadatul Arelanda,SAPPK,46.64,53.97,51.46
Pardede Nur,SF,60.33,61.33,59.24
Putri andhika,FSRD,79.86,79.88,43.51
Muhammad Nur,FTTM,40.44,37.28,70.35
I Fortunata,FTSL,30.68,40.67,46.76
Wirasena Joyata,FTTM,38.11,43.7,60.09
putra Wahyu,FTMD,58.72,61.53,74.66
Fattan Edyahputri,STEI,53.83,60.63,50.29
Wiibowo Albana,FTTM,43.01,47.34,61.63
Hartono Siahaan,FMIPA,48.29,52.29,64.37
Nanda Najwa,STEI,53.31,59.33,43.31
Putra Donny,SAPPK,48.03,52.72,64.33
Harits Amin,FTSL,33.11,37.58,57.32
Ardianto Natasya,SBM,65.43,70.89,59.39
Septina Kevin,STEI,52.97,56.77,75.7
Soraya Raihana,SF,60.3,59.65,67.19
Tiara Nasya,FMIPA,50.45,53.11,65.48
Tsabit Syifa,FITB,45.29,46.91,42.9
Christine Arsia,FTTM,40.91,45.09,61.14
Simangunsong Caesaruli,FTMD,59.18,58.47,61.93
Sheralyn Ilyasa,FTSL,32.11,38.4,47.23
Neva Anggraeni,FTTM,41.58,39.93,44.22
Fauzan Louis,FTSL,36.35,42.61,63.12
Irfie Adam,SBM,68.67,71.32,55.83
Zaizafun Fajran,SF,60.39,60.49,67.07
Reghina Ghassani,FTSL,19.3,24.53,67.22
Pradana H,SF,60.22,70.21,52.88
Saniyyah Pammasse,FTMD,57.55,67.0,64.64
Anthonia Stefano,SF,59.88,62.83,52.99
Theopilus Saputra,STEI,53.63,60.42,56.58
Risa Nurfitriani,SAPPK,47.64,51.85,60.05
Nyoman Putri,FITB,45.66,44.34,71.04
Tangguh Maharani,SAPPK,47.39,55.94,64.22
Ardiyudhanto Angelina,STEI,52.77,50.66,39.02
Putri S,FMIPA,50.74,52.91,58.03
Nisrina Ghifari,FTSL,35.92,41.57,50.22
Brena Taufiqurrahman,FITB,45.7,53.97,59.16
Dzikri Hartono,SAPPK,47.1,54.71,59.69
Maria Ramadhani,STEI,51.86,58.23,42.54
Putri R.,FSRD,73.62,77.43,52.5
Mumtaz Paturohman,FTSL,25.76,31.49,61.12
Andrean Ryan,FMIPA,49.49,52.11,47.94
Primasona Manuela,FTTM,41.21,45.01,64.13
hanifa Bryan,SITHR,63.21,63.95,62.36
Dhiya Faiza,FSRD,69.7,72.4,52.47
Wirabuana Arbie,FTSL,33.88,39.39,50.31
Aqilah Ari,FITB,44.41,49.73,58.18
Tarigan Alexa,FTSL,37.55,35.25,49.0
Vidya Destiana,FTTM,42.64,46.91,67.52
Edbert Azfa,STEI,52.44,57.13,59.44
Daneera Juanly,SAPPK,47.57,51.04,50.1
Ruliff Putra,FMIPA,49.85,53.08,46.21
Yuliza shula,FITB,46.14,51.1,51.48
Nugrahani A,FTMD,56.56,60.78,43.16
Zaki Hawatie,FTTM,39.51,41.74,45.06
Fariz Santiana,FITB,44.1,47.49,51.1
Jeremy Fauzan,FTMD,58.59,55.2,57.97
Muhammad Diva,STEI,52.47,58.86,70.0
Alfiannisa Bintang,FSRD,72.59,74.6,60.03
Mark Gavin,STEI,55.92,61.06,57.4
Fadhillah Hijran,FSRD,81.96,83.15,58.98
Abdilah Marchotridyo,FSRD,76.08,70.62,47.19
Abdul Shidqi,FTSL,35.02,37.13,45.39
Nur Humam,SBM,65.65,65.93,75.51
Kirana Hafidz,FTMD,58.42,52.19,66.45
Timothy Naufaal,FITB,46.28,52.23,66.44
Harijono Fuji,FTSL,23.92,33.79,63.07
Harahap Aulia,FTTM,39.64,42.68,51.9
Mauludi Luh,FTTM,41.59,44.2,37.03
Arundaya Alyssa,SBM,67.3,65.54,58.34
Sadhana Ikrima,SBM,66.63,66.45,60.17
Fransiskus Naura,SAPPK,46.9,52.01,68.95
Tungga Anggadinata,FMIPA,50.66,57.75,67.89
Cakrawala Riansyah,FTSL,28.94,32.96,48.0
Timothy Dante,STEI,54.75,60.56,56.36
Arya Dahlan,FITB,44.99,47.62,62.07
anisa Peter,SITHR,64.16,71.44,80.4
Fadhil Saragih,FTSL,32.02,29.59,69.76
Candranala Lugas,FTSL,30.7,34.54,60.88
Marsha Andiva,FITB,44.42,49.95,56.93
Gabriel Julius,FMIPA,51.59,50.78,76.99
Mahramuna Josephine,STEI,55.67,54.75,53.3
Adriane Ardella,FTSL,36.41,46.56,51.62
zhafira Agustina,STEI,52.58,52.99,56.07
Afiq Clairine,STEI,55.68,57.25,74.62
Fauzanul MOHD.,SBM,65.23,64.29,61.92
Maytsa Renaldy,SITHR,63.79,67.0,45.05
Ustaqien Thalca,SITHR,64.63,66.33,58.52
Nur Butar,FITB,44.15,46.35,65.41
Salsabila M,FTTM,42.75,46.31,45.43
Faradhita Riska,SBM,67.83,67.92,51.75
Purnama Erica,SBM,67.06,62.04,62.77
Richard Putri,FTTM,40.92,44.11,59.3
Raden Amira,SF,60.12,60.27,65.38
Noor Johanes,STEI,53.33,53.53,31.34
Nugroho Reyhan,FTTM,41.96,48.24,54.14
Ariel Jota,FTMD,57.17,57.12,62.21
Agil Tanurahardja,FTSL,32.16,35.05,58.41
Debora Nurannisa,STEI,53.98,56.35,65.48
Fathia Muhammad,SAPPK,46.67,48.07,70.65
Rahmat Yasmin,FSRD,81.99,82.58,56.15
zhafran Mahira,SITHR,63.58,65.62,61.98
KANAYA Florence,FMIPA,49.93,55.43,34.61
Ramdani Lienshin,FTTM,42.01,46.94,60.03
Firman Harjanto,FTTM,43.48,50.16,62.15
Engel Prayoga,FTTM,43.1,47.15,58.91
Rasyid Andhika,SBM,65.83,67.4,53.59
Kafi Daniel,SF,60.87,56.79,63.81
Akbar Vitra,SITHS,61.71,63.47,68.61
Irene Fauzan,FTMD,56.31,65.23,55.25
Ramadhani Rafida,SAPPK,47.44,48.89,41.09
zahra Kharisma,FTSL,32.73,41.05,62.1
Rakha Putri,FTMD,58.42,60.11,55.55
Argiliana Enrique,FTTM,43.37,49.95,66.13
Azzahra Septian,FMIPA,50.75,50.11,54.34
Angkasa Anggraeni,FTSL,34.09,39.45,56.47
Immanuel Fauzia,SAPPK,47.43,53.52,67.5
Putri Agustina,FMIPA,51.41,56.4,51.81
Fernaldi WIJAYANTI,STEI,55.52,53.61,51.97
Soetopo Miftahul,FTSL,35.26,35.22,59.08
Makarim Fabiola,FMIPA,51.31,50.92,59.76
Faatih Chotimah,FITB,46.48,48.53,57.67
Laksarani Kartikawati,FTTM,40.59,44.09,52.76
Marudut Made,FTMD,59.7,65.9,73.1
Ghozali Kusumawardhana,SITHS,62.38,67.99,63.03
Yovan Rizal,STEI,51.85,56.78,58.89
Purba Haris,STEI,54.73,62.09,52.96
Kyla Irfan,FTSL,36.91,37.92,57.42
DIAN Marsha,FTMD,56.72,54.44,58.76
Muhammad Susanto,SAPPK,46.92,48.34,60.06
Gian Axel,FITB,46.41,51.1,52.7
Varelino Simbolon,SITHR,64.6,66.56,70.42
Laksarani Anizah,SBM,66.58,63.68,41.53
Aristo Khoiron,SITHR,63.95,62.78,44.99
Wicaksono Fajri,FTTM,39.79,45.54,48.78
Sabrina Natalia,SITHR,63.15,66.02,42.21
Hani Dharmasatya,FMIPA,50.84,59.95,62.11
Pakerti Haris,FTMD,56.89,63.26,50.8
Zaki Kalang,FTTM,43.52,47.35,63.38
Wijanto Dwina,SF,60.84,56.1,44.71
s Shalsyabilla,FSRD,86.81,86.08,67.38
Husain Muhammad,SAPPK,47.76,51.71,62.71
Zahra Harjanto,FMIPA,48.46,56.16,56.64
Rebia Yoe,STEI,53.0,57.71,45.21
Aisyah Kusuma,STEI,53.92,58.07,52.17
Rizki Farhany,STEI,55.0,59.51,70.18
LATIFA Sayyid,SAPPK,46.59,50.02,63.21
Raditya Nadhira,FSRD,71.74,68.38,40.39
Annida Meir,FITB,46.38,49.82,62.42
Tiara Taufik,FTSL,24.75,30.43,56.03
Pradana Mutia,SF,61.18,64.31,63.01
Son Arisa,FMIPA,51.25,56.25,70.59
Emaninta Salman,SITHS,61.62,62.7,49.14
Aziz Banni,STEI,52.63,55.09,49.97
Ramdhani Assidiqi,STEI,56.01,60.93,73.58
nayla Arrahma,FITB,44.38,48.85,66.09
Annisa Setiawan,FITB,44.21,41.36,60.49
Annisa Purbowiseso,FTSL,37.43,49.53,60.46
Abdullah Putra,FSRD,79.2,80.51,45.41
Octavina Andita,FTSL,33.0,38.75,48.68
Enrico Kastara,FTSL,35.9,43.3,57.32
Endru Putri,FTSL,32.02,38.51,66.53
Dariendra Geraldin,SF,60.97,64.8,44.23
Ediva zilva,SITHR,65.04,69.31,84.87
Fauzia ANITA,FTTM,43.2,45.88,57.86
Phang Muhammad,FTSL,37.21,41.58,56.2
Khalisha Jeff,SITHR,63.92,64.51,66.08
Miftahul Fathimah,SF,61.27,62.11,64.99
Hati Mut,FMIPA,49.03,52.15,65.7
Claudia Kirana,FTTM,38.51,42.86,38.83
Gagad Fatimah,SITHS,61.55,71.72,42.87
Salma Mohamad,STEI,54.56,57.77,58.62
Suci Afriany,FMIPA,51.64,61.94,72.38
Azhari Rheza,FSRD,74.55,74.02,53.05
Ricard Robin,STEI,52.96,56.91,46.89
Robbani SABILA,FITB,44.93,48.15,48.73
Felishanty Naurahasna,STEI,53.59,52.53,44.3
Adelia Winnilaswita,SBM,69.52,65.04,45.62
KK Arafani,FTMD,58.79,62.71,61.86
Meilani Ahmad,FITB,44.8,42.96,55.09
rafi Fauzy,FTMD,58.37,57.62,47.82
Rifdah Armanda,FTMD,59.01,59.74,62.18
Aditya Anandha,FMIPA,51.17,54.2,52.22
Nugroho Jizreel,FTSL,20.77,24.91,51.42
Sahab Fadia,FSRD,72.81,73.97,73.5
Dewata Assydik,SF,61.22,62.72,65.41
Lizardy Iqram,FTSL,35.3,37.21,55.36
Noorjamani Evandhika,SBM,65.81,70.67,48.43
mutiari Made,FTMD,57.17,59.28,59.68
De Leandro,FSRD,81.93,83.11,66.09
Putri Adelia,SF,61.02,62.52,68.41
Soraya Rafi,SBM,65.42,67.83,50.32
Donna Prakoso,FITB,45.23,54.34,70.37
Annida Ahmad,FTSL,37.32,49.67,72.01
Wulandari Raden,SBM,66.02,67.23,57.35
Farel shaff,SITHS,62.01,67.71,60.92
Ayu Puja,STEI,53.12,60.66,49.75
Zahra Hana,SF,61.19,68.07,47.98
Anandita Aira,FTMD,59.24,59.63,61.87
Ratu Shidqie,FSRD,78.54,81.88,65.86
Nugroho Yulistyani,FTTM,39.02,48.96,68.5
El-vina Hijrah,SBM,68.02,68.45,61.25
Shalsyabilla Rasikh,STEI,55.23,56.69,60.74
Patrick Grace,FTSL,33.44,39.84,64.56
Ryu Usman,FTTM,41.47,44.15,68.27
Muhamad muhammad,SBM,65.26,65.16,72.49
Huda Dzaki,FTMD,56.16,56.22,78.35
Ghazi Praditya,FTSL,23.68,32.51,56.86
Wahyu Rachmat,FTTM,42.07,38.58,65.65
Ichwan Muzdalifah,SITHR,64.6,68.89,49.2
Abigail Ester,FTTM,42.5,49.49,69.07
Malqi Ahmad,FTMD,59.06,65.53,58.26
Danesto Fransiskus,FTMD,59.57,58.17,44.92
Haryana Sukmaputra,SAPPK,46.67,52.9,63.05
I Kanaya,FITB,45.65,51.03,61.2
Rachita Rofif,FTSL,19.61,25.55,65.71
Faiz Fajar,STEI,52.14,52.02,33.39
Errina Syaukhani,FTSL,34.06,35.0,52.67
Mahramuna Bunda,FTTM,40.35,49.04,62.93
Rumindo Dhiya,FITB,44.39,46.37,41.4
Hartono Diagy,SITHR,64.67,64.66,60.66
Ulayya Wijayanto,STEI,54.12,60.91,53.29
Rahmi Yoga,FTSL,35.41,39.44,50.79
Cahyarani Dinda,STEI,51.96,52.86,66.43
Hidayati Pantja,FTMD,58.04,56.84,56.66
Syabina Ghassani,FITB,43.9,50.2,59.38
Mauritz Apprizal,FITB,45.33,48.61,60.02
Aloysius Yusmar,SF,60.84,60.0,64.63
Dewi Nafisa,FITB,45.44,50.72,57.7
Ilona Syifa,FTMD,59.08,56.51,66.55
Hartono Daitona,FSRD,73.64,69.65,57.94
I.P Renanthera,FTMD,57.28,56.68,54.77
Berutu Adyatma,FITB,44.65,51.76,60.3
Syukra Daffa,FSRD,76.46,81.79,62.72
Muhammad Nuruzzahran,FTSL,30.83,36.36,49.23
Saniyyah ageng,FTSL,25.7,33.33,75.12
Regita Nabil,SITHR,63.79,64.72,69.54
Sekar Wiwin,STEI,53.71,56.79,57.39
Felinadya Ocktaviana,FTMD,57.9,61.48,69.98
Danu Santoso,SAPPK,47.89,50.58,77.6
Ihsan Idham,FTTM,41.31,47.11,49.88
Justin Rahma,SITHS,61.98,68.14,55.17
Mutia Rona,FTSL,35.88,41.49,65.79
Putri Rugayyah,FMIPA,49.51,47.3,62.68
Hasya Rafiuddin,STEI,54.29,51.64,53.16
Aulya Jonur,FTSL,34.69,39.89,56.51
Kirana Stephanie,FITB,44.13,47.82,72.97
Septiansyah Muhammad,FSRD,76.25,79.43,61.04
Gianto Maydivasha,FTSL,34.34,38.3,61.34
Diandra Bonita,SAPPK,47.52,47.98,40.29
Sebastian Agnes,FSRD,72.4,78.35,63.68
Syihabudin Wijaya,FMIPA,50.46,53.15,61.61
Azzahra Salwa,SITHS,62.38,63.04,46.9
Akhiradelistia Skolastika,FTSL,31.96,38.63,29.89
Andini Filan,FTTM,40.86,41.61,56.15
salsabila Trifena,SBM,68.71,73.52,54.67
Althofina Virliana,SBM,67.82,74.23,52.31
Sibatuara Muhammad,FITB,45.36,44.97,54.7
Setiawan Putri,FTTM,40.5,44.97,60.04
Muhammad Palgunadi,STEI,53.54,60.4,51.95
Salsabila Augustine,FTTM,41.03,44.62,65.99
Tan Wicaksono,STEI,55.39,64.76,38.6
Pangesti Hanafi,SITHS,61.89,67.79,57.62
Difa Arifin,FTMD,57.0,62.14,41.61
Andari Salwa,FTTM,42.61,38.74,56.15
Prabowo Fadia,FTSL,31.18,40.7,42.22
Safira Dannisa,FTTM,40.21,44.82,51.9
Patricia sylvie,FTTM,42.61,45.06,61.17
Putri Nabila,SAPPK,47.95,52.14,57.43
Saifana Faustin,STEI,53.65,57.08,64.91
Steven Trio,SBM,69.22,69.75,44.61
Haekal Naja,FMIPA,49.52,45.91,54.72
Visakha Indira,SF,60.38,62.43,58.19
Husnayan Rohadi,SF,60.86,64.01,52.63
Ulul Najma,FMIPA,50.29,53.22,38.51
Aqil Frederik,FTSL,33.96,40.06,71.22
Alfred Saragih,FTMD,56.94,58.04,54.48
Rahardjo Muhammad,FTMD,57.66,58.32,44.58
Kayla Hendrianto,STEI,55.16,54.78,63.11
Brandon Ibrahim,FTTM,42.6,46.4,43.93
Bayu Haris,FTTM,41.46,44.31,67.87
Irfan Soempeno,FMIPA,48.3,51.24,61.95
Epafroditus Kimmy,FTTM,39.38,42.18,68.2
Sunaryo Nayla,FTSL,37.54,39.99,35.38
Lusianawati Arumsari,SAPPK,47.85,53.53,55.68
Yahya Gabryella,SBM,66.49,65.07,69.42
Rafli Sania,STEI,52.35,60.49,52.15
Alfiyyah Muhammad,FSRD,72.17,72.54,79.37
Oktavina Brandon,FSRD,78.62,80.07,50.66
Prastio Rizqullah,STEI,54.52,55.97,66.29
Boedihardjo Salma,STEI,53.58,53.51,49.11
Izza Gunawan,FITB,45.01,47.93,61.39
Kedana Latif,SBM,67.3,74.71,73.29
Dwi Putra,FTMD,56.35,57.63,55.44
Nur Shalahuddin,FMIPA,50.02,53.83,69.1
Zaki Shaliha,FITB,44.63,52.37,59.23
Arraziq Constantin,SBM,69.02,72.24,57.52
Naomi Qaumi,FTSL,34.83,40.32,53.15
annafisah Abraham,SAPPK,47.39,51.41,61.48
Wildhon Farandieka,FITB,44.58,49.64,46.05
Khairullah Theresia,FSRD,69.9,71.82,50.56
Paskahino Nidha,FTSL,32.29,41.04,40.96
Naufal Fitra,FTMD,59.34,53.07,57.71
Anindya Zahra,FTTM,39.62,44.69,69.97
Athallah Dandi,SBM,69.01,70.89,62.45
Bobby Trracy,SAPPK,46.81,45.79,61.18
Raisa Yusuf,FTSL,31.04,40.38,56.5
Banyunuki Virgandry,FTSL,37.35,40.55,54.59
Setiawan Celine,FTTM,40.94,47.34,54.48
Perdanaputra Rahmat,FSRD,79.36,89.06,53.57
Siregar Camilla,FMIPA,51.15,51.9,57.71
Aurora Binsar,FTMD,56.23,57.57,60.43
Dwika Nindyaratri,FTSL,18.26,18.82,47.77
Hasmanan Fariq,FMIPA,51.54,55.76,57.74
Ramadhan Annisa,FTSL,29.41,37.39,63.63
